City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather,Weather Description
313,Saiha,IN,22.4833,92.9667,66.78,98,3,2.42,Clear,clear sky
314,Sumbe,AO,-11.2061,13.8437,77.04,89,63,5.57,Clouds,broken clouds
315,Mogadishu,SO,2.0371,45.3438,82.96,77,12,16.44,Clouds,few clouds
316,Sumenep,ID,-7.0167,113.8667,79.92,82,100,6.51,Clouds,overcast clouds
317,Pitea,SE,65.3172,21.4794,44.69,90,92,5.37,Clouds,overcast clouds
318,Male,MV,4.1748,73.5089,80.55,94,100,2.3,Clouds,overcast clouds
319,Tshikapa,CD,-6.4167,20.8,71.83,94,66,1.61,Clouds,broken clouds
320,Rio Tercero,AR,-32.173,-64.1141,65.44,46,14,7.52,Clouds,few clouds
321,Maniitsoq,GL,65.4167,-52.9,31.01,91,100,4.59,Clouds,overcast clouds
322,Tubuala,PA,9.5167,-79.0333,81.97,69,99,3.49,Clouds,overcast clouds
323,Linxi,CN,39.7,118.4333,50.45,53,0,4.59,Clear,clear sky
324,Kholm,RU,59.2667,32.85,46.94,82,100,1.9,Clouds,overcast clouds
325,Kidal,ML,18.4411,1.4078,89.78,12,9,10.07,Clear,clear sky
326,Mana,GF,5.6592,-53.7767,74.64,95,100,5.19,Clouds,overcast clouds
327,Northam,GB,51.0333,-4.2167,55.62,72,63,17.07,Clouds,broken clouds
328,Kota Belud,MY,6.351,116.4305,76.62,86,96,4.25,Clouds,overcast clouds
329,Haapiti,PF,-17.5667,-149.8667,78.53,74,80,17.27,Rain,moderate rain
330,Dickinson,US,29.4608,-95.0513,85.06,69,75,17.27,Clouds,broken clouds
331,Vao,NC,-22.6667,167.4833,74.68,63,72,13.15,Clouds,broken clouds
332,Patiya,BD,22.2931,91.9762,76.55,89,0,4.88,Clear,clear sky
333,Caborca,MX,30.5838,-111.101,83.43,14,0,25.12,Clear,clear sky
334,Te Anau,NZ,-45.4167,167.7167,44.15,87,73,3.47,Clouds,broken clouds
335,Leningradskiy,RU,69.3833,178.4167,14.31,92,42,3.78,Clouds,scattered clouds
336,Haines Junction,CA,60.7522,-137.5108,40.95,42,95,5.75,Clouds,overcast clouds
337,Morlaix,FR,48.5833,-4.0,57.25,75,0,19.57,Clear,clear sky
338,Saint-Francois,FR,46.4154,3.9054,58.44,55,0,5.75,Clear,clear sky
339,Guarapuava,BR,-25.3953,-51.4581,63.03,91,6,5.14,Clear,clear sky
340,Davenda,RU,53.5556,119.317,21.88,57,4,3.94,Clear,clear sky
341,Oprisor,RO,44.2833,23.0833,53.67,89,8,13.33,Rain,light rain
342,Hami,CN,42.8,93.45,64.8,17,100,9.28,Clouds,overcast clouds
343,Sidney,AU,-33.8679,151.2073,59.63,92,40,5.75,Clouds,scattered clouds
344,Half Moon Bay,US,37.4636,-122.4286,62.91,68,20,11.5,Clouds,few clouds
345,Miri,MY,4.4148,114.0089,75.34,94,40,4.61,Rain,light rain
346,Lasa,IT,46.6166,10.7002,50.88,97,94,1.9,Clouds,overcast clouds
347,Lebu,CL,-37.6167,-73.65,57.38,85,73,8.21,Clouds,broken clouds
348,Inhambane,MZ,-23.865,35.3833,72.88,75,100,3.02,Clouds,overcast clouds
349,Jumla,NP,29.2747,82.1838,47.97,76,7,2.71,Clear,clear sky
350,Tura,IN,25.5198,90.2201,70.68,94,2,5.99,Clear,clear sky
351,Bomi,SL,7.2461,-11.5258,80.78,74,94,5.32,Clouds,overcast clouds
352,Kamaishi,JP,39.2667,141.8833,51.46,81,100,8.14,Clouds,overcast clouds
353,Shingu,JP,33.7333,135.9833,58.87,82,100,6.4,Clouds,overcast clouds
354,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,77,40,4.61,Clouds,scattered clouds
355,Sangar,RU,63.9242,127.4739,7.88,97,100,1.43,Clouds,overcast clouds
356,Solnechnyy,RU,50.7214,136.6319,24.89,94,100,6.26,Clouds,overcast clouds
357,Banepa,NP,27.6298,85.5214,61.12,72,20,2.3,Clouds,few clouds
358,Maningrida,AU,-12.0667,134.2667,73.4,72,11,5.99,Clouds,few clouds
359,Kuybysheve,UA,47.358,36.6491,43.56,80,93,5.26,Clouds,overcast clouds
360,Basar,IN,27.9833,94.6667,65.77,99,99,1.61,Rain,moderate rain
361,Sangueya,GN,10.7,-14.3667,77.38,77,100,7.56,Clouds,overcast clouds
362,Njeru,UG,0.4186,33.1731,65.26,90,85,1.97,Rain,light rain
363,Talnakh,RU,69.4865,88.3972,5.14,86,99,0.18,Clouds,overcast clouds
364,Noumea,NC,-22.2763,166.4572,75.0,99,96,9.98,Clouds,overcast clouds
365,Mandurah,AU,-32.55,115.7,60.91,61,0,16.73,Clear,clear sky
366,Agirish,RU,61.9247,63.0231,11.68,98,37,2.71,Clouds,scattered clouds
367,Lazaro Cardenas,MX,17.9583,-102.2,85.64,51,0,12.15,Clear,clear sky
368,Tessaoua,NE,13.7574,7.9874,94.15,21,16,6.73,Clouds,few clouds
369,Duzce,TR,40.8389,31.1639,61.41,59,29,6.8,Clouds,scattered clouds
370,Trabzon,TR,40.9167,39.8333,44.69,100,75,5.75,Clouds,broken clouds
371,Lagoa,PT,39.05,-27.9833,56.77,69,100,12.48,Clouds,overcast clouds
372,Guerrero Negro,MX,27.9769,-114.0611,68.23,57,58,23.26,Clouds,broken clouds
373,Nur,PL,52.6683,22.3221,40.28,93,54,5.91,Clouds,broken clouds
374,Coos Bay,US,43.3665,-124.2179,60.31,70,0,10.36,Clear,clear sky
375,Oakville,CA,43.4501,-79.6829,62.46,54,63,2.64,Clouds,broken clouds
376,Cravo Norte,CO,6.3017,-70.2041,91.11,44,31,2.62,Clouds,scattered clouds
377,Rajanpur,PK,29.1035,70.325,85.8,17,10,5.48,Clear,clear sky
378,San Quintin,MX,30.4833,-115.95,64.33,65,64,20.96,Clouds,broken clouds
379,San Luis,AR,-33.295,-66.3356,64.74,50,87,14.58,Clouds,overcast clouds
380,Povenets,RU,62.8487,34.8262,28.63,98,83,2.48,Clouds,broken clouds
381,Igarka,RU,67.4667,86.5833,13.73,96,98,8.52,Clouds,overcast clouds
382,Constantine,DZ,36.365,6.6147,60.21,44,0,11.5,Clear,clear sky
383,Margate,GB,51.3813,1.3862,52.3,86,100,7.0,Clouds,overcast clouds
384,Bondoukou,CI,8.0333,-2.8,81.81,58,55,3.06,Rain,light rain
385,Berlevag,NO,70.8578,29.0864,39.15,81,75,17.27,Clouds,broken clouds
386,Narsaq,GL,60.9167,-46.05,50.22,78,100,3.6,Clouds,overcast clouds
387,Rajur,IN,20.1167,78.9167,90.55,37,45,5.19,Clouds,scattered clouds
388,Huarmey,PE,-10.0681,-78.1522,71.91,77,31,10.83,Clouds,scattered clouds
389,Agas,RO,46.4833,26.2167,46.08,93,71,3.38,Clouds,broken clouds
390,Henties Bay,NA,-22.116,14.2845,63.14,83,0,6.04,Clear,clear sky
391,Onguday,RU,50.75,86.15,30.49,83,9,0.83,Clear,clear sky
392,Sidi Ali,DZ,36.0998,0.4206,59.59,56,74,4.36,Clouds,broken clouds
393,Flin Flon,CA,54.7682,-101.865,40.84,45,75,10.36,Clouds,broken clouds
394,Arona,ES,28.0996,-16.681,60.82,62,40,6.91,Clouds,scattered clouds
395,Eagle Pass,US,28.7091,-100.4995,91.27,45,3,25.43,Clear,clear sky
396,Odweyne,SO,9.4092,45.064,77.0,50,72,5.21,Clouds,broken clouds
397,Paita,PE,-5.0892,-81.1144,74.59,71,17,14.79,Clouds,few clouds
398,Keetmanshoop,NA,-26.5833,18.1333,74.32,31,66,5.75,Clouds,broken clouds
399,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,30.97,98,100,11.77,Snow,snow
400,Amapa,BR,1.0,-52.0,71.96,99,100,2.37,Clouds,overcast clouds
401,Two Hills,CA,53.7169,-111.7518,39.92,55,100,5.75,Clouds,overcast clouds
402,Deputatskiy,RU,69.3,139.9,-3.15,100,97,3.53,Clouds,overcast clouds
403,Vanderhoof,CA,54.0166,-124.0198,49.42,48,100,8.23,Clouds,overcast clouds
404,Saryozek,KZ,44.3583,77.9753,54.45,35,5,3.51,Clear,clear sky
405,Veraval,IN,20.9,70.3667,83.12,56,0,11.39,Clear,clear sky
406,Algiers,DZ,36.7525,3.042,60.62,59,0,10.36,Clear,clear sky
407,Coahuayana,MX,18.7333,-103.6833,90.5,38,4,8.55,Clear,clear sky
408,Basirpur,PK,30.5832,73.829,81.32,22,0,6.64,Clear,clear sky
409,Erenhot,CN,43.6475,111.9767,54.5,25,94,16.71,Clouds,overcast clouds
410,Senanga,ZM,-16.1167,23.2667,69.04,59,100,5.17,Clouds,overcast clouds
411,Mehran,IR,33.1222,46.1646,75.04,14,2,8.1,Clear,clear sky
412,Dodoma,TZ,-6.1722,35.7395,69.35,79,90,8.46,Clouds,overcast clouds
413,Amos,CA,48.5669,-78.1162,42.19,59,18,7.99,Clouds,few clouds
414,Itaituba,BR,-4.2761,-55.9836,86.16,70,75,5.75,Clouds,broken clouds
415,Ariquemes,BR,-9.9133,-63.0408,80.94,86,84,2.37,Clouds,broken clouds
416,Santa Cruz Del Sur,CU,20.7147,-77.9956,83.55,61,83,15.08,Rain,light rain
417,Oranjestad,AW,12.524,-70.027,85.95,58,20,12.66,Clouds,few clouds
418,Tlachichuca,MX,19.1,-97.4167,60.66,54,64,10.85,Clouds,broken clouds
419,Mercedes,AR,-34.6515,-59.4307,58.64,38,20,12.21,Clouds,few clouds
420,Usagara,TZ,-2.6833,33.0,66.42,82,49,4.41,Clouds,scattered clouds
421,Luderitz,NA,-26.6481,15.1594,62.4,71,0,18.63,Clear,clear sky
422,Amahai,ID,-3.3333,128.9167,78.33,88,100,3.33,Clouds,overcast clouds
423,Villefranche-De-Rouergue,FR,44.3333,2.0,59.77,94,100,5.12,Clouds,overcast clouds
424,Harper,LR,4.375,-7.7169,78.51,84,21,5.82,Clouds,few clouds
425,Khandyga,RU,62.6667,135.6,8.76,97,96,2.91,Clouds,overcast clouds
426,Cienfuegos,CU,22.1461,-80.4356,86.14,54,40,11.5,Clouds,scattered clouds
427,Nouadhibou,MR,20.931,-17.0347,69.78,60,0,20.71,Clear,clear sky
428,Boysun,UZ,38.2061,67.1986,60.42,48,55,4.79,Clouds,broken clouds
429,Erzin,TR,36.9559,36.2,66.69,50,0,4.54,Clear,clear sky
430,Akyab,MM,20.15,92.9,81.9,78,7,6.2,Clear,clear sky
431,Tigil,RU,57.8,158.6667,12.65,96,92,2.89,Clouds,overcast clouds
432,Kahului,US,20.8947,-156.47,75.97,82,75,14.97,Rain,light rain
433,Djenne,ML,13.9061,-4.5533,95.95,10,100,8.75,Clouds,overcast clouds
434,Maldonado,UY,-34.6667,-54.9167,60.22,90,100,13.85,Rain,moderate rain
435,Grand Bank,CA,47.0999,-55.765,43.99,72,100,18.43,Clouds,overcast clouds
436,Rochegda,RU,62.8,43.25,37.98,98,100,6.71,Clouds,overcast clouds
437,Dogbo,BJ,6.8167,1.7833,77.72,88,60,5.14,Rain,moderate rain
438,Trincomalee,LK,8.5711,81.2335,79.43,85,100,7.18,Clouds,overcast clouds
439,Srivardhan,IN,18.0333,73.0167,83.73,84,72,3.18,Clouds,broken clouds
440,Pingliang,CN,35.5392,106.6861,51.24,51,52,2.39,Clouds,broken clouds
441,Jardim,BR,-21.4803,-56.1381,81.61,54,98,1.83,Clouds,overcast clouds
442,Serafimovskiy,RU,54.4241,53.7964,36.97,66,1,6.35,Clear,clear sky
443,Hamilton,US,39.1834,-84.5333,78.03,39,0,10.36,Clear,clear sky
444,Tottori,JP,35.5,134.2333,59.0,73,100,7.31,Clouds,overcast clouds
445,Trat,TH,12.5,102.5,76.95,89,11,1.45,Clouds,few clouds
446,Umm Kaddadah,SD,13.6017,26.6876,84.07,12,2,5.77,Clear,clear sky
447,Kangundo,KE,-1.2979,37.3471,66.54,90,100,2.15,Rain,light rain
448,Harindanga,IN,22.0383,88.3214,81.43,85,13,13.58,Clouds,few clouds
449,Peniche,PT,39.3558,-9.3811,50.94,87,100,17.69,Clouds,overcast clouds
450,Inuvik,CA,68.3499,-133.7218,25.66,39,0,8.05,Clear,clear sky
451,Salym,RU,60.0625,71.4789,10.58,96,70,5.75,Clouds,broken clouds
452,Pafos,CY,34.7667,32.4167,60.58,82,0,2.3,Clear,clear sky
453,Porto Novo,BJ,6.4965,2.6036,84.02,79,100,9.82,Clouds,overcast clouds
454,Kudahuvadhoo,MV,2.6708,72.8944,84.36,71,100,13.87,Rain,moderate rain
455,San Ramon,US,37.7799,-121.978,62.56,63,75,9.22,Clouds,broken clouds
456,Srandakan,ID,-7.9386,110.2506,76.12,88,51,4.88,Clouds,broken clouds
457,Vryburg,ZA,-26.9566,24.7284,66.16,59,100,5.88,Clouds,overcast clouds
458,Bagh,IN,22.3667,74.7667,89.49,15,5,9.42,Clear,clear sky
459,Kibakwe,TZ,-6.7167,36.3667,65.64,93,99,3.83,Clouds,overcast clouds
460,Poum,NC,-20.2333,164.0167,75.76,73,63,9.8,Clouds,broken clouds
461,Porto Walter,BR,-8.2686,-72.7439,86.23,61,72,3.69,Clouds,broken clouds
462,Satka,RU,55.0425,59.04,33.44,66,0,3.24,Clear,clear sky
463,Puerto Escondido,MX,15.85,-97.0667,86.85,60,28,8.48,Clouds,scattered clouds
464,Saint John,CA,45.2727,-66.0677,50.0,87,75,5.75,Clouds,broken clouds
465,Bredasdorp,ZA,-34.5322,20.0403,60.91,51,100,8.01,Clouds,overcast clouds
466,Nantucket,US,41.2835,-70.0995,68.14,37,0,16.11,Clear,clear sky
467,Tuatapere,NZ,-46.1333,167.6833,44.89,89,25,5.91,Clouds,scattered clouds
468,Guadalupe Y Calvo,MX,26.1,-106.9667,74.8,17,100,12.21,Clouds,overcast clouds
469,Caravelas,BR,-17.7125,-39.2481,78.21,69,9,6.96,Clear,clear sky
470,Tambura,SS,5.6,27.4667,71.04,80,83,3.85,Clouds,broken clouds
471,Saint George,US,37.1041,-113.5841,53.64,65,100,25.32,Clouds,overcast clouds
472,Livingstone,ZM,-17.8419,25.8543,66.61,77,94,3.02,Clouds,overcast clouds
473,Tolmezzo,IT,46.4075,13.0175,52.41,92,100,4.03,Clouds,overcast clouds
474,Linxia,CN,35.6003,103.2064,51.1,59,22,3.04,Clouds,few clouds
475,Bjerkvik,NO,68.5597,17.5189,39.0,91,100,3.4,Clouds,overcast clouds
476,Xingyi,CN,24.1877,102.817,56.01,88,1,2.01,Clear,clear sky
477,Tokur,RU,53.1333,132.9,17.98,97,100,1.88,Clouds,overcast clouds
478,Palmer,US,42.1584,-72.3287,64.24,30,20,13.8,Clouds,few clouds
479,Lumphat,KH,13.4878,106.9816,74.44,87,39,2.66,Clouds,scattered clouds
480,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,30.79,80,75,4.47,Clouds,broken clouds
481,East London,ZA,-33.0153,27.9116,64.81,93,98,13.44,Rain,heavy intensity rain
482,Ostroleka,PL,53.0862,21.5757,41.94,92,35,6.2,Clouds,scattered clouds
483,Oistins,BB,13.0667,-59.5333,86.09,51,20,17.27,Clouds,few clouds
484,Nata,PA,8.3333,-80.5167,85.87,61,98,10.02,Clouds,overcast clouds
485,Sembe,CG,1.6481,14.5806,75.76,85,83,1.97,Clouds,broken clouds
486,Tahe,CN,52.3333,124.7333,25.93,82,4,2.77,Clear,clear sky
487,Adrar,MR,20.5022,-10.0711,79.86,14,50,12.35,Clouds,scattered clouds
488,Bonavista,CA,48.6499,-53.1147,39.72,62,100,16.91,Clouds,overcast clouds
489,Melun,FR,48.5,2.75,61.56,72,0,4.61,Clear,clear sky
490,Bowen,AU,-20.0167,148.2333,74.98,84,100,16.75,Clouds,overcast clouds
491,Zlobin,HR,45.2924,14.6541,48.16,87,40,3.44,Clouds,scattered clouds
492,Ozinki,RU,51.1786,49.6769,50.72,95,100,10.87,Clouds,overcast clouds
493,Dingle,PH,10.9995,122.6711,76.15,91,26,7.07,Clouds,scattered clouds
494,Weligama,LK,5.9667,80.4167,79.5,82,100,3.85,Clouds,overcast clouds
495,Zadar,HR,44.1197,15.2422,52.41,93,20,2.3,Clouds,few clouds
496,Fort Carson,US,38.7375,-104.7889,84.45,10,0,31.07,Clear,clear sky
497,Purwa,IN,26.4667,80.7833,78.82,21,0,4.45,Clear,clear sky
498,Buenaventura,CO,3.8801,-77.0312,82.22,78,99,4.16,Clouds,overcast clouds
499,Ouango,CF,4.3133,22.5552,70.83,94,96,2.48,Clouds,overcast clouds
500,Senno,RU,59.5336,33.9167,45.86,86,100,2.19,Clouds,overcast clouds
501,Atagay,RU,55.1033,99.3875,31.23,87,100,18.63,Snow,light snow
502,Acarau,BR,-2.8856,-40.12,80.44,82,95,10.29,Rain,light rain
503,Melo,UY,-32.3667,-54.1833,64.6,92,100,5.06,Rain,light rain
504,Aykhal,RU,66.0,111.5,2.32,100,100,5.14,Clouds,overcast clouds
505,Berdigestyakh,RU,62.0989,126.6992,15.3,98,100,1.23,Clouds,overcast clouds
506,Sola,VU,-13.8833,167.55,81.72,73,100,7.38,Clouds,overcast clouds
507,Carauari,BR,-4.8828,-66.8958,82.15,88,85,2.37,Clouds,overcast clouds
508,Asau,RO,46.4333,26.4,52.72,92,74,3.8,Clouds,broken clouds
509,Saint-Joseph,RE,-21.3667,55.6167,75.58,81,50,17.52,Rain,light rain
510,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,81.5,92,89,0.47,Clouds,overcast clouds
511,Manturovo,RU,58.3353,44.7619,39.16,70,4,5.37,Clear,clear sky
512,Fort Nelson,CA,58.8053,-122.7002,45.99,36,75,0.0,Clouds,broken clouds
513,Qax,AZ,41.4225,46.9242,54.59,73,20,4.59,Clouds,few clouds
514,Balykshi,KZ,47.0667,51.8667,48.2,61,0,6.71,Clear,clear sky
515,Kambove,CD,-10.8764,26.5969,63.34,89,84,3.62,Clouds,broken clouds
516,Jilin,CN,43.0,126.0,39.99,46,0,6.15,Clear,clear sky
517,Alnashi,RU,56.1874,52.4792,34.0,78,78,5.75,Clouds,broken clouds
518,Paulo Ramos,BR,-4.2167,-45.1833,80.64,90,87,2.89,Clouds,overcast clouds
519,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,59.38,92,100,7.29,Clouds,overcast clouds
520,Ulladulla,AU,-35.35,150.4667,58.1,88,94,4.36,Clouds,overcast clouds
521,Semikarakorsk,RU,47.5194,40.8112,48.9,85,99,6.38,Clouds,overcast clouds
522,Sao Joao Da Barra,BR,-21.6403,-41.0511,89.69,78,0,9.57,Clear,clear sky
523,Arbuzynka,UA,47.9097,31.3196,45.09,71,64,12.48,Clouds,broken clouds
524,Khani,GE,41.9563,42.9566,40.57,85,52,4.32,Clouds,broken clouds
525,Dongsheng,CN,39.8161,109.9776,51.04,32,0,14.76,Clear,clear sky
526,Araouane,ML,18.9048,-3.5265,83.66,7,99,10.89,Clouds,overcast clouds
527,Finschhafen,PG,-6.6024,147.8681,76.03,94,100,4.43,Rain,moderate rain
528,Mohpa,IN,21.3167,78.8167,87.15,36,60,6.31,Clouds,broken clouds
529,Matagami,CA,49.7502,-77.6328,32.11,37,0,13.8,Clear,clear sky
530,Yumen,CN,40.2833,97.2,52.84,14,100,2.55,Clouds,overcast clouds
531,Nanzhou,CN,29.3596,112.4024,67.03,96,58,3.91,Clouds,broken clouds
532,Fairlie,GB,55.756,-4.8556,51.71,67,52,14.79,Clouds,broken clouds
533,Mattru,SL,7.6244,-11.8332,81.32,72,100,4.79,Clouds,overcast clouds
534,Meulaboh,ID,4.1363,96.1285,78.1,89,77,3.24,Rain,light rain
535,Cururupu,BR,-1.8283,-44.8683,80.94,79,100,4.25,Clouds,overcast clouds
536,Thohoyandou,ZA,-22.9456,30.485,65.05,84,0,1.61,Clear,clear sky
537,Waingapu,ID,-9.6567,120.2641,79.09,83,98,7.74,Rain,very heavy rain
538,Geelong,AU,-38.1471,144.3607,52.72,86,2,6.91,Clear,clear sky
539,Tessalit,ML,20.1986,1.0114,85.84,7,100,9.42,Clouds,overcast clouds
540,Qaqortoq,GL,60.7167,-46.0333,37.31,80,100,3.87,Clouds,overcast clouds
541,Boguchany,RU,58.3814,97.4531,34.41,99,100,3.71,Snow,light snow
542,Herat,AF,34.5,62.0,67.44,34,94,7.2,Clouds,overcast clouds
543,Culpeper,US,38.5004,-77.9664,77.02,38,0,5.75,Clear,clear sky
544,Longyearbyen,SJ,78.2186,15.6401,22.84,74,75,12.66,Clouds,broken clouds
545,Novoagansk,RU,61.9449,76.6625,15.21,93,100,12.75,Snow,light snow
546,Neuquen,AR,-38.9516,-68.0591,66.09,42,0,5.75,Clear,clear sky
547,Levelland,US,33.5873,-102.378,83.19,32,100,30.36,Clouds,overcast clouds
548,Elko,US,41.0002,-115.5012,46.74,61,100,13.0,Clouds,overcast clouds
549,Passos,BR,-20.7189,-46.6097,75.15,54,84,2.28,Clouds,broken clouds
550,Lashio,MM,22.9333,97.75,67.06,66,53,1.43,Clouds,broken clouds
551,Scarborough,GB,54.2797,-0.4044,45.79,88,2,1.99,Clear,clear sky
552,Yerbogachen,RU,61.2767,108.0108,15.48,97,84,3.76,Clouds,broken clouds
553,Tuy Hoa,VN,13.0833,109.3,74.62,91,23,2.89,Clouds,few clouds
554,Tyup,KG,42.7276,78.3648,49.68,81,100,4.09,Clouds,overcast clouds
555,Goure,NE,13.9835,10.2704,88.32,17,14,2.71,Clouds,few clouds
556,Bambanglipuro,ID,-7.95,110.2833,75.96,88,52,5.01,Clouds,broken clouds
557,Puerto Suarez,BO,-18.95,-57.8,95.36,41,75,11.5,Clouds,broken clouds
558,Chebenki,RU,51.9337,55.7077,47.95,66,91,11.48,Clouds,overcast clouds
559,Zhigansk,RU,66.7697,123.3711,9.27,95,100,8.68,Clouds,overcast clouds
560,Balkhash,KZ,46.844,74.9804,55.65,46,100,12.35,Clouds,overcast clouds
561,North Bend,US,43.4065,-124.2243,60.24,69,0,10.36,Clear,clear sky
562,Toora-Khem,RU,52.4675,96.11,24.53,67,100,8.46,Clouds,overcast clouds
563,San Juan Del Sur,NI,11.2529,-85.8705,88.02,58,40,0.0,Clouds,scattered clouds
564,Sokoto,NG,13.0609,5.239,96.58,20,40,5.91,Clouds,scattered clouds
565,Valls,ES,41.2861,1.2499,58.41,78,20,2.3,Clouds,few clouds
566,Chimbote,PE,-9.0853,-78.5783,70.72,78,71,9.28,Clouds,broken clouds
567,Buala,SB,-8.145,159.5921,79.29,82,95,3.89,Clouds,overcast clouds
568,Blankenberge,BE,51.3131,3.1323,57.15,47,34,4.0,Clouds,scattered clouds
569,Pacifica,US,37.6138,-122.4869,63.07,71,40,11.5,Clouds,scattered clouds
570,Sorong,ID,-0.8833,131.25,77.54,89,100,7.78,Clouds,overcast clouds
571,Ulaangom,MN,49.9811,92.0667,36.5,63,2,5.48,Clear,clear sky
572,Kargasok,RU,59.0556,80.8572,16.81,79,100,13.98,Clouds,overcast clouds
573,Balikpapan,ID,-1.2675,116.8289,74.39,100,20,3.44,Clouds,few clouds
574,Sioux Lookout,CA,50.1001,-91.917,39.27,56,100,9.22,Clouds,overcast clouds
575,Barabai,ID,-2.5833,115.3833,73.74,94,95,1.52,Clouds,overcast clouds
576,Standish,US,43.9831,-83.9589,54.45,55,80,8.95,Clouds,broken clouds
577,Dombas,NO,62.0696,9.1235,34.29,80,45,4.54,Clouds,scattered clouds
578,Nakamura,JP,32.9833,132.9333,57.29,81,99,4.21,Clouds,overcast clouds
579,Marzuq,YE,14.4,46.4667,70.3,50,5,5.32,Clear,clear sky
580,Ambon,ID,-3.6954,128.1814,82.02,78,100,5.82,Clouds,overcast clouds
581,Richards Bay,ZA,-28.783,32.0377,69.26,90,85,3.38,Clouds,overcast clouds
582,Casa Nova,BR,-9.4167,-41.1333,87.58,43,71,11.36,Clouds,broken clouds
583,Macusani,PE,-14.0833,-70.4333,51.4,49,71,1.1,Clouds,broken clouds
584,Hobyo,SO,5.3505,48.5268,83.57,73,73,12.35,Clouds,broken clouds
585,Moose Factory,CA,51.2585,-80.6094,26.6,74,0,13.8,Clear,clear sky
586,Aasiaat,GL,68.7098,-52.8699,20.8,82,100,4.52,Clouds,overcast clouds
587,Necochea,AR,-38.5473,-58.7368,56.32,74,100,24.23,Rain,light rain
588,Aksu,CN,41.1231,80.2644,65.26,44,88,3.42,Clouds,overcast clouds
589,Codrington,AU,-38.2667,141.9667,45.9,87,5,6.51,Clear,clear sky
590,Hun,LY,29.1268,15.9477,72.54,29,3,13.31,Clear,clear sky
591,Mezhdurechensk,RU,53.6942,88.0603,26.67,83,100,1.54,Clouds,overcast clouds
592,Lompoc,US,34.6391,-120.4579,67.57,65,75,16.11,Clouds,broken clouds
593,Zweibrucken,DE,49.25,7.3667,59.07,44,0,5.75,Clear,clear sky
594,Fereydunshahr,IR,32.941,50.121,48.25,36,30,3.51,Clouds,scattered clouds
595,Danielskuil,ZA,-28.1887,23.5395,61.97,63,93,6.06,Clouds,overcast clouds
596,Jiangyou,CN,31.7667,104.7167,63.41,73,0,3.69,Clear,clear sky
597,Almere,NL,52.3703,5.2141,59.02,66,43,12.15,Clouds,scattered clouds
598,Sabalgarh,IN,26.25,77.4,86.74,15,1,6.58,Clear,clear sky
599,Naze,JP,28.3667,129.4833,72.52,93,100,9.71,Rain,light rain
600,Takoradi,GH,4.8845,-1.7554,80.74,84,37,9.8,Clouds,scattered clouds
601,Udachnyy,RU,66.4167,112.4,2.32,99,100,4.03,Clouds,overcast clouds
602,Manzanillo,CU,20.3433,-77.1167,84.47,58,68,14.97,Clouds,broken clouds
603,Tonekabon,IR,36.8163,50.8738,58.95,90,28,0.85,Clouds,scattered clouds
604,Tugulym,RU,57.0591,64.6425,26.67,77,27,3.83,Clouds,scattered clouds
605,Ahipara,NZ,-35.1667,173.1667,63.12,55,80,17.2,Clouds,broken clouds
606,Sable-Sur-Sarthe,FR,47.8376,-0.3329,61.05,84,83,9.69,Clouds,broken clouds
607,Vila Velha,BR,-20.3297,-40.2925,89.55,59,0,11.5,Clear,clear sky
608,Price,US,39.5994,-110.8107,47.46,57,100,12.66,Clouds,overcast clouds
609,Roald,NO,62.5833,6.1333,48.33,81,0,20.71,Clear,clear sky
610,Taiyuan,CN,37.8694,112.5603,49.86,37,0,4.47,Clear,clear sky
611,Zarubino,RU,42.63,131.0922,41.81,54,1,7.07,Clear,clear sky
612,Dubbo,AU,-32.25,148.6167,55.53,88,76,10.36,Clouds,broken clouds
613,Chapais,CA,49.7834,-74.8492,29.98,62,94,13.42,Clouds,overcast clouds
614,Big Rapids,US,43.6981,-85.4837,53.69,56,75,10.36,Rain,light rain
615,Nenjiang,CN,49.1833,125.2167,41.43,54,100,4.16,Clouds,overcast clouds
616,Batagay,RU,67.6333,134.6333,8.92,99,99,1.83,Clouds,overcast clouds
617,Progreso,MX,21.2833,-89.6667,91.11,63,0,21.18,Clear,clear sky
618,Brae,GB,60.3964,-1.353,44.76,83,43,20.71,Clouds,scattered clouds
619,Druzhinino,RU,56.7895,59.5143,27.77,85,36,3.6,Clouds,scattered clouds
620,Kalmunai,LK,7.4167,81.8167,78.57,85,73,5.19,Clouds,broken clouds
621,Vostok,RU,46.4856,135.8833,31.32,99,100,4.41,Snow,light snow
622,Kiruna,SE,67.8557,20.2251,34.72,80,92,6.91,Clouds,overcast clouds
623,Beinamar,TD,8.6698,15.3813,90.55,34,67,3.15,Clouds,broken clouds
624,Flinders,AU,-34.5833,150.8552,61.18,93,88,5.99,Clouds,overcast clouds
625,Wagga Wagga,AU,-35.1167,147.3667,55.6,87,59,6.91,Clouds,broken clouds
626,Kurilsk,RU,45.2333,147.8833,43.81,95,100,7.07,Clouds,overcast clouds
